CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,OnlineSecurity,TechSupport,PaymentMethod,CallDuration,Complaints,RechargeFrequency,Churn,ChurnProbability,Segment
CUST-03548,Male,0,19,62.64,1241.94,One Year,Fiber Optic,No,No,Electronic Check,362.6,2,2,0,0.2225,Dormant
CUST-03549,Male,0,47,105.26,5177.33,Two Year,DSL,No,Yes,Mailed Check,43.3,0,6,0,0.1474,Loyal
CUST-03550,Female,0,2,23.12,43.46,Two Year,Fiber Optic,No,No,Mailed Check,258.9,3,5,1,0.6623,At Risk
CUST-03551,Female,1,10,107.96,1100.62,Two Year,DSL,Yes,Yes,Electronic Check,60.1,3,7,1,0.7,At Risk
CUST-03552,Male,0,18,104.91,1719.17,One Year,DSL,Yes,No,Credit Card,77.5,3,7,1,0.3628,Dormant
CUST-03553,Female,0,40,69.65,2575.27,Month-to-Month,Fiber Optic,Yes,Yes,Electronic Check,61.9,3,5,1,0.5304,At Risk
CUST-03554,Female,0,5,68.0,300.21,Month-to-Month,DSL,Yes,No,Bank Transfer,577.7,0,5,0,0.1857,Loyal
CUST-03555,Male,0,38,54.9,1860.55,One Year,Fiber Optic,No,Yes,Mailed Check,511.2,0,4,0,0.1033,Loyal
CUST-03556,Female,0,12,119.41,1406.23,Month-to-Month,DSL,Yes,No,Electronic Check,280.3,1,3,0,0.2619,Dormant
CUST-03557,Male,0,5,29.34,139.68,One Year,Fiber Optic,No,No,Electronic Check,171.4,2,4,1,0.8355,At Risk
CUST-03558,Male,0,34,78.2,2382.89,Month-to-Month,DSL,Yes,No,Electronic Check,71.3,0,6,1,0.6879,At Risk
CUST-03559,Male,0,2,87.53,162.91,One Year,No,No Internet Service,No Internet Service,Credit Card,275.8,1,5,0,0.3491,Dormant
CUST-03560,Male,0,17,113.3,1780.94,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,372.2,1,0,0,0.2332,Dormant
CUST-03561,Male,0,1,97.58,102.21,Month-to-Month,Fiber Optic,Yes,Yes,Mailed Check,484.3,1,6,0,0.2856,Dormant
CUST-03562,Female,1,10,83.67,854.03,One Year,No,No Internet Service,No Internet Service,Electronic Check,59.4,4,11,1,0.7598,At Risk
CUST-03563,Male,0,22,29.91,610.37,Month-to-Month,Fiber Optic,No,No,Mailed Check,268.2,2,7,1,0.663,At Risk
CUST-03564,Male,1,19,56.12,1101.24,One Year,Fiber Optic,No,No,Electronic Check,586.8,1,4,0,0.2615,Dormant
CUST-03565,Male,0,12,32.16,354.48,One Year,Fiber Optic,No,Yes,Bank Transfer,98.8,1,6,0,0.2131,Dormant
CUST-03566,Female,0,13,107.88,1379.41,Two Year,Fiber Optic,No,No,Electronic Check,258.2,0,5,1,0.5295,At Risk
CUST-03567,Female,1,6,94.46,591.32,Two Year,No,No Internet Service,No Internet Service,Bank Transfer,186.8,0,5,0,0.1752,Loyal
CUST-03568,Female,1,14,95.27,1237.82,Month-to-Month,DSL,Yes,Yes,Bank Transfer,106.4,2,4,0,0.3579,Dormant
CUST-03569,Female,0,72,84.53,6000.81,One Year,No,No Internet Service,No Internet Service,Mailed Check,508.2,0,5,0,0.1067,Loyal
CUST-03570,Female,0,45,69.72,2852.48,Month-to-Month,Fiber Optic,No,No,Bank Transfer,427.4,3,5,1,0.5957,At Risk
CUST-03571,Male,0,3,33.3,90.24,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,264.6,1,6,0,0.2556,Dormant
CUST-03572,Female,0,1,51.63,49.81,One Year,DSL,Yes,No,Electronic Check,240.4,0,5,0,0.3185,Dormant
CUST-03573,Female,0,65,31.97,2078.0499999999997,One Year,No,No Internet Service,No Internet Service,Bank Transfer,501.8,4,5,1,0.6361,At Risk
CUST-03574,Female,0,17,91.94,1470.18,Month-to-Month,DSL,Yes,No,Bank Transfer,81.7,2,3,1,0.7506,At Risk
CUST-03575,Female,1,18,34.34,641.32,Month-to-Month,Fiber Optic,No,No,Mailed Check,113.7,1,11,1,0.617,At Risk
CUST-03576,Male,0,36,89.62,3332.38,Two Year,Fiber Optic,Yes,No,Electronic Check,546.7,1,7,0,0.1957,Loyal
CUST-03577,Male,0,9,88.61,718.34,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,495.8,1,2,1,0.5966,At Risk
CUST-03578,Male,0,15,64.85,905.01,Two Year,Fiber Optic,No,No,Credit Card,471.7,1,5,0,0.2177,Dormant
CUST-03579,Female,0,72,31.79,2240.04,One Year,DSL,No,Yes,Mailed Check,385.7,0,7,0,0.1062,Loyal
CUST-03580,Male,0,26,50.11,1242.42,Month-to-Month,Fiber Optic,No,No,Electronic Check,196.7,0,3,0,0.2719,Dormant
CUST-03581,Male,0,4,50.65,176.1,Month-to-Month,DSL,No,No,Electronic Check,562.8,0,9,0,0.2827,Dormant
CUST-03582,Female,0,3,89.44,281.4,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,310.4,1,6,0,0.4983,Dormant
CUST-03583,Male,1,5,29.6,148.08,Two Year,Fiber Optic,No,Yes,Electronic Check,190.0,1,3,1,0.6112,At Risk
CUST-03584,Female,0,34,102.57,3269.55,Two Year,DSL,Yes,Yes,Mailed Check,238.4,1,4,0,0.1819,Loyal
CUST-03585,Male,0,8,95.62,744.79,One Year,Fiber Optic,Yes,Yes,Electronic Check,39.6,2,9,0,0.4027,Dormant
CUST-03586,Male,0,1,37.0,32.1,Month-to-Month,Fiber Optic,No,No,Credit Card,175.4,0,7,1,0.7545,At Risk
CUST-03587,Male,1,69,91.35,5982.07,One Year,DSL,Yes,Yes,Credit Card,137.1,1,5,0,0.121,Loyal
CUST-03588,Female,0,4,86.19,357.23,Month-to-Month,No,No Internet Service,No Internet Service,Mailed Check,107.3,1,2,0,0.4749,Dormant
CUST-03589,Male,0,1,94.31,97.08,One Year,Fiber Optic,Yes,No,Credit Card,319.15,2,6,1,0.7276,At Risk
CUST-03590,Male,0,6,37.27,205.17,Month-to-Month,DSL,Yes,Yes,Mailed Check,159.3,2,3,1,0.8456,At Risk
CUST-03591,Female,1,6,34.07,195.48,Two Year,DSL,Yes,Yes,Bank Transfer,89.0,3,3,1,0.7271,At Risk
CUST-03592,Male,0,13,42.12,541.8,One Year,Fiber Optic,Yes,No,Electronic Check,55.7,2,5,0,0.3595,Dormant
CUST-03593,Female,0,60,55.32,3047.03,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,108.3,1,3,0,0.138,Loyal
CUST-03594,Female,1,50,98.95,4269.57,Two Year,DSL,Yes,Yes,Electronic Check,145.4,1,6,0,0.1748,Loyal
CUST-03595,Male,0,14,93.27,1241.91,Month-to-Month,DSL,Yes,No,Electronic Check,319.15,0,5,0,0.2841,Dormant
CUST-03596,Female,0,12,112.4,1308.78,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,362.7,1,8,0,0.3377,Dormant
CUST-03597,Male,0,19,23.98,387.81,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,213.7,2,5,1,0.7161,At Risk
CUST-03598,Female,0,6,19.18,100.02,One Year,DSL,No,No,Electronic Check,110.5,2,7,0,0.3078,Dormant
CUST-03599,Male,0,1,89.31,79.62,Two Year,Fiber Optic,No,Yes,Credit Card,566.0,2,1,1,0.5665,At Risk
CUST-03600,Female,0,67,46.49,2864.43,Two Year,No,No Internet Service,No Internet Service,Bank Transfer,323.5,0,5,0,0.0453,Loyal
CUST-03601,Male,0,4,52.08,199.61,One Year,No,No Internet Service,No Internet Service,Mailed Check,452.9,2,3,1,0.7832,At Risk
CUST-03602,Female,0,5,73.77,335.2,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,425.8,0,3,0,0.2169,Dormant
CUST-03603,Male,1,15,28.45,386.31,Month-to-Month,No,No Internet Service,No Internet Service,Credit Card,192.4,0,2,0,0.2954,Dormant
CUST-03604,Male,0,16,83.55,1368.71,Month-to-Month,DSL,No,Yes,Electronic Check,349.1,6,3,0,0.5568,At Risk
CUST-03605,Male,0,1,51.17,44.98,Two Year,DSL,Yes,Yes,Bank Transfer,373.2,2,6,0,0.3596,Dormant
CUST-03606,Male,0,3,82.54,235.01,Two Year,Fiber Optic,No,No,Bank Transfer,230.5,2,3,0,0.3857,Dormant
CUST-03607,Female,0,11,103.07,1179.76,Month-to-Month,Fiber Optic,No,No,Mailed Check,412.3,2,4,1,0.7879,At Risk
CUST-03608,Male,0,27,35.45,933.22,Two Year,No,No Internet Service,No Internet Service,Credit Card,480.7,0,3,0,0.1,Loyal
CUST-03609,Female,0,6,112.95,673.26,One Year,DSL,No,No,Electronic Check,237.6,0,8,0,0.3183,Dormant
CUST-03610,Female,1,13,72.13,877.91,Month-to-Month,Fiber Optic,Yes,Yes,Credit Card,38.5,1,6,1,0.4965,Dormant
CUST-03611,Female,0,19,112.14,1819.55,One Year,Fiber Optic,Yes,Yes,Bank Transfer,229.1,2,3,1,0.5505,At Risk
CUST-03612,Male,1,52,39.19,1995.55,Two Year,Fiber Optic,Yes,Yes,Bank Transfer,96.6,3,6,0,0.1909,Loyal
CUST-03613,Male,1,9,79.67,700.1,Month-to-Month,Fiber Optic,No,No,Credit Card,118.7,1,1,0,0.4171,Dormant
CUST-03614,Female,0,3,59.2,154.88,Two Year,DSL,No,Yes,Bank Transfer,238.6,0,5,0,0.2823,Dormant
CUST-03615,Male,0,16,96.97,1462.2,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,148.3,1,5,0,0.3564,Dormant
CUST-03616,Male,1,32,79.8,2638.04,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,562.9,0,8,0,0.2388,Dormant
CUST-03617,Female,1,2,68.44,136.88,Month-to-Month,Fiber Optic,Yes,No,Credit Card,402.1,3,3,1,0.7288,At Risk
CUST-03618,Female,0,13,111.12,1361.09,Two Year,DSL,Yes,Yes,Bank Transfer,325.5,1,5,0,0.1928,Loyal
CUST-03619,Female,0,1,56.47,53.21,Month-to-Month,Fiber Optic,No,Yes,Credit Card,35.5,2,4,0,0.3796,Dormant
CUST-03620,Male,0,1,40.44,40.44,Two Year,DSL,No,No,Credit Card,89.1,1,4,0,0.3324,Dormant
CUST-03621,Female,1,15,80.03,1218.35,One Year,DSL,No,No,Electronic Check,479.4,1,3,0,0.2063,Dormant
CUST-03622,Male,0,8,81.65,654.41,Month-to-Month,DSL,Yes,Yes,Mailed Check,252.2,1,7,0,0.2897,Dormant
CUST-03623,Male,0,44,62.79,2550.28,Two Year,DSL,No,No,Credit Card,55.9,3,9,0,0.1102,Loyal
CUST-03624,Female,1,22,67.63,1286.12,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,500.6,1,4,1,0.5644,At Risk
CUST-03625,Male,0,14,115.87,1492.24,Two Year,Fiber Optic,Yes,No,Mailed Check,202.5,1,7,0,0.0937,Loyal
CUST-03626,Male,0,12,92.73,1097.13,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,250.2,0,7,0,0.2362,Dormant
CUST-03627,Male,0,16,29.28,464.05,One Year,DSL,No,No,Mailed Check,585.4,2,5,0,0.4178,Dormant
CUST-03628,Female,1,1,39.64,41.34,One Year,DSL,Yes,No,Bank Transfer,38.8,1,4,0,0.2839,Dormant
CUST-03629,Female,0,53,117.51,5858.88,Two Year,No,No Internet Service,No Internet Service,Bank Transfer,441.2,0,6,0,0.1409,Loyal
CUST-03630,Female,0,72,92.1,6475.28,Month-to-Month,DSL,No,No,Mailed Check,570.9,0,6,1,0.475,Dormant
CUST-03631,Female,0,4,111.33,426.54,One Year,DSL,Yes,No,Electronic Check,66.4,2,4,1,0.8096,At Risk
CUST-03632,Male,0,3,48.99,129.35,Month-to-Month,DSL,No,No,Bank Transfer,523.7,1,4,0,0.3925,Dormant
CUST-03633,Male,0,3,93.67,264.78,Month-to-Month,No,No Internet Service,No Internet Service,Credit Card,267.3,4,4,1,0.7629,At Risk
CUST-03634,Male,0,25,90.83,2177.57,Month-to-Month,No,No Internet Service,No Internet Service,Mailed Check,530.5,0,8,0,0.1876,Loyal
CUST-03635,Male,0,25,48.06,1249.74,Month-to-Month,DSL,No,No,Credit Card,205.7,1,3,0,0.2499,Dormant
CUST-03636,Male,0,45,74.18,3082.09,Two Year,Fiber Optic,Yes,No,Mailed Check,590.1,1,1,0,0.1703,Loyal
CUST-03637,Female,0,33,82.0,2830.53,One Year,Fiber Optic,No,No,Credit Card,398.8,2,4,0,0.3076,Dormant
CUST-03638,Male,0,14,67.08,900.11,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,387.4,2,2,1,0.7747,At Risk
CUST-03639,Male,0,22,102.37,2023.53,Two Year,DSL,Yes,No,Credit Card,489.4,0,4,0,0.1124,Loyal
CUST-03640,Male,0,27,102.95,2469.25,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,278.9,1,6,0,0.1249,Loyal
CUST-03641,Male,0,17,104.76,1564.25,One Year,DSL,Yes,Yes,Electronic Check,177.4,3,5,0,0.3671,Dormant
CUST-03642,Female,0,15,99.95,1410.17,Two Year,Fiber Optic,Yes,Yes,Credit Card,319.15,3,7,0,0.1626,Loyal
CUST-03643,Male,0,24,67.78,1389.85,Two Year,DSL,No,Yes,Bank Transfer,218.4,3,8,0,0.1281,Loyal
CUST-03644,Male,0,19,56.91,1081.29,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,381.9,2,5,0,0.3732,Dormant
CUST-03645,Female,0,24,102.8,2584.84,One Year,Fiber Optic,No,Yes,Electronic Check,507.9,1,4,1,0.6251,At Risk
CUST-03646,Male,0,22,68.0,1472.1,Month-to-Month,Fiber Optic,No,No,Mailed Check,314.8,0,3,0,0.1413,Loyal
CUST-03647,Male,0,30,43.13,1296.43,Two Year,Fiber Optic,No,No,Bank Transfer,260.0,5,4,0,0.3375,Dormant
CUST-03648,Male,0,24,69.75,1462.74,One Year,Fiber Optic,No,No,Bank Transfer,482.5,4,8,0,0.1956,Loyal
CUST-03649,Female,0,17,32.47,521.42,Two Year,Fiber Optic,Yes,No,Mailed Check,195.1,3,5,0,0.1638,Loyal
CUST-03650,Female,0,27,88.55,2169.09,Month-to-Month,DSL,No,No,Electronic Check,422.8,3,9,1,0.7359,At Risk
CUST-03651,Female,0,14,52.26,752.73,One Year,Fiber Optic,Yes,Yes,Mailed Check,90.3,1,2,0,0.3459,Dormant
CUST-03652,Male,0,6,44.59,237.11,One Year,DSL,No,No,Electronic Check,94.5,0,3,1,0.6186,At Risk
CUST-03653,Female,0,1,115.56,108.83,One Year,Fiber Optic,No,Yes,Mailed Check,397.1,0,6,0,0.1876,Loyal
CUST-03654,Male,0,19,97.24,1787.72,One Year,Fiber Optic,No,No,Credit Card,77.2,2,5,1,0.7209,At Risk
CUST-03655,Male,0,21,98.28,1966.48,Two Year,Fiber Optic,No,No,Credit Card,118.4,0,5,0,0.2448,Dormant
CUST-03656,Male,0,72,81.62,5970.95,Two Year,Fiber Optic,No,Yes,Electronic Check,385.9,1,4,0,0.1049,Loyal
CUST-03657,Male,0,10,103.6,928.56,Month-to-Month,DSL,No,No,Bank Transfer,279.8,1,7,1,0.5878,At Risk
CUST-03658,Female,0,12,95.43,1059.82,Two Year,Fiber Optic,No,Yes,Mailed Check,349.9,1,6,1,0.3514,Dormant
CUST-03659,Female,0,5,79.07,398.68,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,586.9,1,6,1,0.6103,At Risk
CUST-03660,Female,1,1,116.03,110.88,One Year,No,No Internet Service,No Internet Service,Credit Card,390.2,3,9,0,0.32,Dormant
CUST-03661,Female,0,35,37.54,1222.48,Two Year,DSL,No,No,Mailed Check,366.8,3,3,1,0.3604,Dormant
CUST-03662,Female,0,6,114.22,586.56,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,246.7,0,6,0,0.2827,Dormant
CUST-03663,Male,0,22,58.95,1297.78,Two Year,Fiber Optic,No,No,Bank Transfer,389.6,1,7,0,0.0573,Loyal
CUST-03664,Male,0,27,71.9,2027.56,Two Year,No,No Internet Service,No Internet Service,Electronic Check,37.4,2,7,1,0.2728,Dormant
CUST-03665,Female,0,15,30.52,445.92,One Year,Fiber Optic,Yes,No,Electronic Check,347.7,2,6,0,0.2378,Dormant
CUST-03666,Male,0,50,73.09,3732.37,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,69.3,1,3,0,0.1707,Loyal
CUST-03667,Female,0,14,80.34,1072.32,Month-to-Month,Fiber Optic,Yes,Yes,Mailed Check,155.5,2,4,1,0.8081,At Risk
CUST-03668,Male,0,8,119.77,858.83,Two Year,DSL,No,Yes,Electronic Check,351.0,2,4,0,0.3159,Dormant
CUST-03669,Male,0,54,117.47,5410.2,Month-to-Month,Fiber Optic,No,No,Credit Card,410.7,2,6,1,0.8355,At Risk
CUST-03670,Male,0,47,116.57,5372.94,One Year,No,No Internet Service,No Internet Service,Bank Transfer,249.3,0,1,1,0.5377,At Risk
CUST-03671,Male,1,4,53.54,203.16,Month-to-Month,DSL,No,No,Credit Card,268.8,3,5,1,0.6982,At Risk
CUST-03672,Male,0,1,119.11,119.87,Month-to-Month,Fiber Optic,No,Yes,Credit Card,313.9,1,6,0,0.3528,Dormant
CUST-03673,Female,0,2,64.46,127.49,Two Year,No,No Internet Service,No Internet Service,Bank Transfer,462.7,4,7,1,0.3185,Dormant
CUST-03674,Male,0,8,104.89,879.05,Month-to-Month,DSL,No,No,Electronic Check,40.0,0,2,1,0.7931,At Risk
CUST-03675,Female,0,72,40.06,2746.05,Two Year,Fiber Optic,Yes,No,Bank Transfer,284.8,4,3,1,0.5869,At Risk
CUST-03676,Male,0,19,69.59,1236.84,One Year,No,No Internet Service,No Internet Service,Electronic Check,38.1,1,1,1,0.2441,Dormant
CUST-03677,Male,0,11,116.53,1163.07,One Year,No,No Internet Service,No Internet Service,Electronic Check,211.9,1,4,0,0.3147,Dormant
CUST-03678,Male,0,52,114.6,5633.66,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,326.3,2,10,0,0.3136,Dormant
CUST-03679,Female,0,14,87.74,1258.55,Two Year,DSL,No,Yes,Bank Transfer,75.6,0,3,0,0.1499,Loyal
CUST-03680,Male,0,9,99.38,767.85,Month-to-Month,DSL,No,Yes,Electronic Check,306.6,1,2,1,0.7649,At Risk
CUST-03681,Female,0,68,36.0,2559.58,One Year,Fiber Optic,No,Yes,Mailed Check,557.0,2,2,0,0.3409,Dormant
CUST-03682,Male,0,45,91.61,4323.05,Month-to-Month,DSL,No,No,Electronic Check,420.6,3,4,1,0.7958,At Risk
CUST-03683,Female,0,44,81.04,3457.23,Month-to-Month,DSL,No,Yes,Bank Transfer,475.9,5,7,0,0.3687,Dormant
CUST-03684,Male,0,17,27.34,425.88,One Year,Fiber Optic,No,No,Credit Card,360.8,1,4,0,0.1366,Loyal
CUST-03685,Female,0,37,29.54,977.79,One Year,Fiber Optic,No,No,Bank Transfer,540.9,0,4,0,0.1762,Loyal
CUST-03686,Female,0,4,29.06,105.23,Month-to-Month,No,No Internet Service,No Internet Service,Credit Card,113.7,2,9,0,0.3682,Dormant
CUST-03687,Female,0,20,91.88,1580.37,Month-to-Month,DSL,Yes,No,Mailed Check,286.4,1,7,1,0.7293,At Risk
CUST-03688,Male,0,72,32.45,2207.95,Two Year,DSL,No,Yes,Electronic Check,370.3,0,5,0,0.0382,Loyal
CUST-03689,Male,0,8,65.71,452.85,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,527.9,0,8,1,0.3974,Dormant
CUST-03690,Male,0,37,54.41,2000.48,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,205.6,3,2,0,0.4863,Dormant
CUST-03691,Female,0,16,74.15,1096.69,Month-to-Month,No,No Internet Service,No Internet Service,Mailed Check,30.6,2,3,1,0.813,At Risk
CUST-03692,Female,0,1,90.06,80.14,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,585.4,3,4,1,0.6965,At Risk
CUST-03693,Female,0,34,87.84,2864.02,Month-to-Month,No,No Internet Service,No Internet Service,Credit Card,319.15,1,7,0,0.1276,Loyal
CUST-03694,Male,0,4,70.58,294.95,Month-to-Month,Fiber Optic,Yes,Yes,Mailed Check,116.8,1,3,0,0.3029,Dormant
CUST-03695,Male,0,23,65.36,1486.78,One Year,DSL,Yes,No,Credit Card,270.6,0,9,0,0.0406,Loyal
CUST-03696,Male,0,2,58.58,111.11,Month-to-Month,Fiber Optic,No,No,Mailed Check,312.9,0,4,1,0.6871,At Risk
CUST-03697,Female,1,70,105.91,7453.61,One Year,Fiber Optic,Yes,Yes,Electronic Check,319.15,1,3,0,0.2754,Dormant
CUST-03698,Female,0,8,51.75,412.96,Two Year,DSL,No,No,Mailed Check,285.3,8,6,0,0.5626,At Risk
CUST-03699,Female,0,6,44.46,274.32,Two Year,Fiber Optic,No,No,Credit Card,342.0,0,5,0,0.1247,Loyal
CUST-03700,Male,0,3,93.82,250.76,Two Year,DSL,Yes,No,Mailed Check,144.0,1,4,0,0.2914,Dormant
CUST-03701,Female,1,70,54.7,3912.38,Month-to-Month,Fiber Optic,No,No,Bank Transfer,354.4,0,9,0,0.0755,Loyal
CUST-03702,Female,0,29,104.39,2755.47,Month-to-Month,DSL,No,No,Mailed Check,228.6,4,2,1,0.775,At Risk
CUST-03703,Male,0,32,51.44,1708.96,Two Year,Fiber Optic,Yes,Yes,Mailed Check,86.3,1,3,0,0.1493,Loyal
CUST-03704,Female,0,16,89.6,1299.15,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,569.5,1,6,1,0.6604,At Risk
CUST-03705,Female,0,15,22.6,350.99,Month-to-Month,DSL,No,Yes,Electronic Check,76.6,0,5,0,0.1727,Loyal
CUST-03706,Female,0,2,57.33,119.56,One Year,Fiber Optic,No,Yes,Electronic Check,416.4,1,1,0,0.378,Dormant
CUST-03707,Female,0,19,53.01,885.42,Month-to-Month,DSL,No,Yes,Mailed Check,319.15,3,6,0,0.3145,Dormant
CUST-03708,Male,0,6,101.3,635.09,Two Year,No,No Internet Service,No Internet Service,Credit Card,132.1,1,7,1,0.734,At Risk
CUST-03709,Male,0,72,116.64,7282.35,Two Year,No,No Internet Service,No Internet Service,Credit Card,165.2,2,6,0,0.1382,Loyal
CUST-03710,Female,0,38,65.01,2207.81,Two Year,No,No Internet Service,No Internet Service,Electronic Check,273.2,1,3,0,0.0542,Loyal
CUST-03711,Male,0,12,102.13,1225.56,Two Year,No,No Internet Service,No Internet Service,Bank Transfer,197.9,0,3,0,0.1138,Loyal
CUST-03712,Female,0,3,89.37,281.17,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,462.6,2,7,0,0.5747,At Risk
CUST-03713,Female,0,36,116.67,3980.51,One Year,DSL,No,Yes,Bank Transfer,222.7,1,3,0,0.2145,Dormant
CUST-03714,Female,0,3,100.73,290.13,Month-to-Month,DSL,Yes,No,Bank Transfer,591.9,2,1,1,0.8952,At Risk
CUST-03715,Female,1,5,25.9,128.06,One Year,Fiber Optic,No,No,Electronic Check,519.5,1,7,0,0.2761,Dormant
CUST-03716,Male,1,5,90.75,473.56,Month-to-Month,Fiber Optic,No,No,Credit Card,540.3,1,4,1,0.6578,At Risk
CUST-03717,Male,0,19,72.62,1388.98,One Year,Fiber Optic,No,Yes,Credit Card,66.3,1,7,0,0.2299,Dormant
CUST-03718,Male,0,37,19.68,651.58,Two Year,DSL,Yes,No,Electronic Check,130.5,2,2,0,0.3954,Dormant
CUST-03719,Male,1,9,43.63,357.56,Month-to-Month,DSL,No,Yes,Bank Transfer,126.5,2,1,1,0.8628,At Risk
CUST-03720,Male,0,2,112.02,194.81,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,413.0,3,2,1,0.9267,At Risk
CUST-03721,Male,0,14,112.46,1541.2,Month-to-Month,DSL,No,No,Electronic Check,36.8,1,6,0,0.5473,At Risk
CUST-03722,Female,0,33,99.48,2909.08,Month-to-Month,Fiber Optic,No,Yes,Credit Card,489.7,3,5,1,0.8333,At Risk
CUST-03723,Female,0,6,118.14,639.01,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,341.8,2,4,0,0.3996,Dormant
CUST-03724,Male,0,5,100.27,515.2,Two Year,Fiber Optic,Yes,No,Electronic Check,352.8,1,5,1,0.7011,At Risk
CUST-03725,Male,1,70,19.04,1219.98,Month-to-Month,DSL,No,Yes,Bank Transfer,336.3,1,6,0,0.1157,Loyal
CUST-03726,Female,0,72,47.36,3284.88,Month-to-Month,No,No Internet Service,No Internet Service,Credit Card,335.1,1,4,0,0.1442,Loyal
CUST-03727,Male,0,72,21.12,1413.45,One Year,DSL,Yes,No,Credit Card,142.8,3,3,1,0.6488,At Risk
CUST-03728,Male,0,39,27.6,930.88,Month-to-Month,DSL,Yes,Yes,Electronic Check,191.4,0,4,0,0.1683,Loyal
CUST-03729,Male,0,5,40.32,185.99,Month-to-Month,Fiber Optic,No,No,Credit Card,307.9,1,3,0,0.3422,Dormant
CUST-03730,Female,0,5,69.36,323.08,Two Year,DSL,No,No,Credit Card,416.4,0,6,0,0.2253,Dormant
CUST-03731,Male,0,9,104.45,967.44,Two Year,DSL,Yes,No,Bank Transfer,185.0,1,5,0,0.281,Dormant
CUST-03732,Female,0,9,105.92,872.15,Month-to-Month,DSL,No,No,Mailed Check,489.5,0,5,1,0.4083,Dormant
CUST-03733,Male,0,72,80.85,5389.55,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,492.0,1,2,1,0.5064,At Risk
CUST-03734,Female,0,37,112.67,4196.22,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,186.1,0,3,1,0.274,Dormant
CUST-03735,Male,0,30,69.01,2074.01,Month-to-Month,Fiber Optic,No,No,Mailed Check,349.2,1,6,0,0.1056,Loyal
CUST-03736,Male,1,4,108.68,438.92,Month-to-Month,Fiber Optic,No,Yes,Credit Card,228.9,0,4,0,0.2328,Dormant
CUST-03737,Female,0,57,64.31,3815.06,One Year,DSL,Yes,Yes,Credit Card,138.7,2,4,0,0.2251,Dormant
CUST-03738,Female,0,42,46.28,1961.47,Two Year,DSL,No,Yes,Mailed Check,489.4,4,5,0,0.4711,Dormant
CUST-03739,Female,0,4,111.47,415.35,Month-to-Month,DSL,No,Yes,Bank Transfer,595.1,1,8,0,0.4106,Dormant
CUST-03740,Female,0,49,57.57,2861.27,One Year,No,No Internet Service,No Internet Service,Bank Transfer,352.5,2,3,0,0.1459,Loyal
CUST-03741,Female,0,7,69.35,462.02,Month-to-Month,DSL,No,Yes,Bank Transfer,550.9,1,6,1,0.7036,At Risk
CUST-03742,Female,0,2,51.54,93.34,One Year,No,No Internet Service,No Internet Service,Electronic Check,396.0,0,5,0,0.1281,Loyal
CUST-03743,Female,0,25,85.61,1948.88,One Year,DSL,Yes,Yes,Electronic Check,319.15,2,0,0,0.2981,Dormant
CUST-03744,Male,0,25,119.49,2672.9,Two Year,Fiber Optic,No,No,Electronic Check,303.7,2,3,0,0.2149,Dormant
CUST-03745,Male,0,2,20.6,36.21,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,164.4,1,11,1,0.6909,At Risk
CUST-03746,Male,0,9,109.78,876.27,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,78.0,1,2,1,0.7968,At Risk
CUST-03747,Female,0,72,18.4,1142.82,One Year,Fiber Optic,No,Yes,Bank Transfer,282.1,1,4,0,0.2364,Dormant
CUST-03748,Male,0,27,55.15,1530.28,Month-to-Month,Fiber Optic,No,No,Electronic Check,349.9,4,3,1,0.7933,At Risk
CUST-03749,Male,0,31,35.2,1130.7,Month-to-Month,DSL,No,No,Mailed Check,320.4,2,5,0,0.287,Dormant
CUST-03750,Female,0,5,95.25,460.7,Month-to-Month,DSL,No,No,Credit Card,426.5,1,4,0,0.5361,At Risk
